reviewId,paperId,reviewText,reviewDecision,reviewDecisionBoolean,paperTitle
r653,p653,Review content,rejected,0,On the dataset shift problem in software engineering prediction models
r654,p654,Review content,accepted,1,The role of Artificial Intelligence in Software Engineering
r655,p655,Review content,accepted,1,Clustering Methodologies for Software Engineering
r656,p656,Review content,rejected,0,Engineering Trustworthy Self-Adaptive Software with Dynamic Assurance Cases
r657,p657,Review content,accepted,1,Object-Oriented Software Engineering
r658,p658,Review content,accepted,1,Embracing the Engineering Side of Software Engineering
r659,p659,Review content,accepted,1,Software Ecosystems: Trends and Impacts on Software Engineering
r660,p660,Review content,accepted,1,Software Engineering Game: Software Engineering Game
r661,p661,Review content,rejected,0,Requirements Engineering - From System Goals to UML Models to Software Specifications
r662,p662,Review content,accepted,1,Systematic literature reviews in software engineering - A tertiary study
r663,p663,Review content,accepted,1,A Process Framework for Global Software Engineering Teams
r664,p664,Review content,rejected,0,On software engineering repositories and their open problems
r665,p665,Review content,accepted,1,Recommended Steps for Thematic Synthesis in Software Engineering
r666,p666,Review content,accepted,1,Software Engineering for Self-Adaptive Systems: A Second Research Roadmap
r667,p667,Review content,rejected,0,The state of the art in end-user software engineering
r668,p668,Review content,accepted,1,Basics of Software Engineering Experimentation
r669,p669,Review content,accepted,1,Software engineering metrics and models
r670,p670,Review content,rejected,0,Traffic engineering in software defined networks
r671,p671,Review content,rejected,0,B4: experience with a globally-deployed software defined wan
r672,p672,Review content,accepted,1,Software product lines - practices and patterns
r673,p673,Review content,accepted,1,Identifying relevant studies in software engineering
r674,p674,Review content,rejected,0,On Parameter Tuning in Search Based Software Engineering
r675,p675,Review content,accepted,1,Human-Centered Software Engineering - Integrating Usability in the Software Development Lifecycle
r676,p676,Review content,accepted,1,Software Product Line Engineering
r677,p677,Review content,accepted,1,Motivation in software engineering: A systematic review update
r678,p678,Review content,accepted,1,A Mapping Study on Requirements Engineering in Agile Software Development
r679,p679,Review content,accepted,1,Ecological inference in empirical software engineering
r680,p680,Review content,accepted,1,Software architecture in practice
r681,p681,Review content,accepted,1,The role of non-exact replications in software engineering experiments
r682,p682,Review content,accepted,1,A Whisper of Evidence in Global Software Engineering
r683,p683,Review content,accepted,1,Toward sustainable software engineering: NIER track
r684,p684,Review content,accepted,1,Research synthesis in software engineering: A tertiary study
r685,p685,Review content,accepted,1,Software engineering issues for mobile application development
r686,p686,Review content,accepted,1,Six years of systematic literature reviews in software engineering: An updated tertiary study
r687,p687,Review content,accepted,1,Requirements Engineering: Foundation for Software Quality
r688,p688,Review content,accepted,1,Bridging metamodels and ontologies in software engineering
r689,p689,Review content,accepted,1,Software engineering / Ian Sommerville.
r690,p690,Review content,rejected,0,A Methodology for Collecting Valid Software Engineering Data
r691,p691,Review content,accepted,1,Qualitative research in software engineering
r692,p692,Review content,accepted,1,Component-Based Software Engineering
r693,p693,Review content,accepted,1,Software Metrics : A Rigorous and Practical Approach
r694,p694,Review content,accepted,1,Recommendation Systems for Software Engineering
r695,p695,Review content,accepted,1,Empirical evidence in global software engineering: a systematic review
r696,p696,Review content,accepted,1,Software Engineering: A Practitioner's Approach (McGraw-Hill Series in Computer Science)
r697,p697,Review content,accepted,1,Non-Functional Requirements in Software Engineering
r698,p698,Review content,accepted,1,An examination of software engineering work practices
r699,p699,Review content,accepted,1,"Search Based Software Engineering: Techniques, Taxonomy, Tutorial"
r700,p700,Review content,accepted,1,Software Engineering: A Practitioner's Approach (McGraw-Hill Series in Computer Science)
r701,p701,Review content,accepted,1,Non-Functional Requirements in Software Engineering
r702,p702,Review content,rejected,0,An examination of software engineering work practices
r703,p703,Review content,accepted,1,"Search Based Software Engineering: Techniques, Taxonomy, Tutorial"
r704,p704,Review content,rejected,0,"Software Engineering: A Practitioner's Approach, 7Th Edition"
r705,p705,Review content,accepted,1,Ontologies for Software Engineering and Software Technology
r706,p706,Review content,accepted,1,Agile Practices in Global Software Engineering - A Systematic Map
r707,p707,Review content,accepted,1,Validity Threats in Empirical Software Engineering Research - An Initial Survey
r708,p708,Review content,accepted,1,The impact of social media on software engineering practices and tools
r709,p709,Review content,rejected,0,Collaboration Tools for Global Software Engineering
r710,p710,Review content,accepted,1,Managing Software Engineering Knowledge
r711,p711,Review content,accepted,1,A Comparison Between Five Models Of Software Engineering
r712,p712,Review content,rejected,0,Assessing traceability of software engineering artifacts
r713,p713,Review content,rejected,0,Synthesizing evidence in software engineering research
r714,p714,Review content,accepted,1,The Guide to the Software Engineering Body of Knowledge
r715,p715,Review content,accepted,1,Guide to the Software Engineering Body of Knowledge (SWEBOK) and the Software Engineering Education Knowledge (SEEK) - a preliminary mapping
r716,p716,Review content,accepted,1,Validity concerns in software engineering research
r717,p717,Review content,accepted,1,How Reliable Are Systematic Reviews in Empirical Software Engineering?
r718,p718,Review content,accepted,1,Software intelligence: the future of mining software engineering data
r719,p719,Review content,accepted,1,Applying empirical software engineering to software architecture: challenges and lessons learned
r720,p720,Review content,accepted,1,Global Software Engineering: A Software Process Approach
r721,p721,Review content,accepted,1,Collaborative Software Engineering: Challenges and Prospects
r722,p722,Review content,accepted,1,"Softwares Product Lines, Global Development and Ecosystems: Collaboration in Software Engineering"
r723,p723,Review content,rejected,0,Guide to the Software Engineering Body of Knowledge
r724,p724,Review content,accepted,1,Agent-Oriented Software Engineering: The State of the Art
r725,p725,Review content,accepted,1,"Object-Oriented Software Engineering Using UML, Patterns, and Java"
r726,p726,Review content,rejected,0,Curating GitHub for engineered software projects
r727,p727,Review content,accepted,1,Component-Based Software Engineering: Putting the Pieces Together
r728,p728,Review content,accepted,1,Software engineering in an uncertain world
r729,p729,Review content,accepted,1,Evidence-based software engineering
r730,p730,Review content,accepted,1,Social media for software engineering
r731,p731,Review content,accepted,1,On agent-based software engineering
r732,p732,Review content,accepted,1,Software engineering research for computer games: A systematic review
r733,p733,Review content,accepted,1,Handbook of software reliability engineering
r734,p734,Review content,accepted,1,Search Based Software Engineering: A Comprehensive Analysis and Review of Trends Techniques and Applications
r735,p735,Review content,rejected,0,Guide to Advanced Empirical Software Engineering
r736,p736,Review content,accepted,1,Software Engineering for Self-Adaptive Systems [outcome of a Dagstuhl Seminar]
r737,p737,Review content,accepted,1,The mythical man-month - essays on software engineering (2. ed.)
r738,p738,Review content,rejected,0,Data Mining for Software Engineering
r739,p739,Review content,accepted,1,A software engineering approach to ontology building
r740,p740,Review content,rejected,0,"Model-driven software development - technology, engineering, management"
r741,p741,Review content,accepted,1,Software Engineering Challenges in Game Development
r742,p742,Review content,accepted,1,Software Engineering Best Practices
r743,p743,Review content,accepted,1,Systematic literature reviews in software engineering: Preliminary results from interviews with researchers
r744,p744,Review content,accepted,1,"Software Engineering: A Practitionerʼs Approach, 7/e"
r745,p745,Review content,accepted,1,Development of a Software Engineering Ontology for Multisite Software Development
r746,p746,Review content,accepted,1,Action research use in software engineering: An initial survey
r747,p747,Review content,rejected,0,What Do We Know about Knowledge Management? Practical Implications for Software Engineering
r748,p748,Review content,accepted,1,Ontology Classification for Semantic-Web-Based Software Engineering
r749,p749,Review content,accepted,1,Context in industrial software engineering research
r750,p750,Review content,accepted,1,Software Engineering for Spreadsheets
r751,p751,Review content,accepted,1,Global Software Engineering: The Future of Socio-technical Coordination
r752,p752,Review content,accepted,1,"On ""Software engineering"""
r753,p753,Review content,accepted,1,The Current State and Future of Search Based Software Engineering
r754,p754,Review content,accepted,1,Trends in Embedded Software Engineering
r755,p755,Review content,accepted,1,Motivation in Software Engineering: A systematic literature review
r756,p756,Review content,accepted,1,Models of motivation in software engineering
r757,p757,Review content,accepted,1,Experience and Knowledge Management in Software Engineering
r758,p758,Review content,accepted,1,ERP Customization as Software Engineering: Knowledge Sharing and Cooperation
r759,p759,Review content,accepted,1,Context and Adaptivity in Pervasive Computing Environments: Links with Software Engineering and Ontological Engineering
r760,p760,Review content,accepted,1,Using the inverted classroom to teach software engineering
r761,p761,Review content,accepted,1,Sentiment Polarity Detection for Software Development
r762,p762,Review content,accepted,1,Progress on approaches to software defect prediction
r763,p763,Review content,accepted,1,\{PROMISE\} Repository of empirical software engineering data
r764,p764,Review content,rejected,0,Usability engineering
r765,p765,Review content,accepted,1,Managing the software process
r766,p766,Review content,accepted,1,Software agents
r767,p767,Review content,accepted,1,Property-Based Software Engineering Measurement
r768,p768,Review content,accepted,1,Reporting Experiments in Software Engineering
r769,p769,Review content,accepted,1,Using Mapping Studies in Software Engineering
r770,p770,Review content,accepted,1,The role of replications in Empirical Software Engineering
r771,p771,Review content,rejected,0,Building Theories in Software Engineering
r772,p772,Review content,rejected,0,Strength of evidence in systematic reviews in software engineering
r773,p773,Review content,accepted,1,The Rise and Evolution of Agile Software Development
r774,p774,Review content,accepted,1,A survey of controlled experiments in software engineering
r775,p775,Review content,accepted,1,Software engineering: theory and practice
r776,p776,Review content,rejected,0,A Software Engineering Lifecycle Standard for Very Small Enterprises
r777,p777,Review content,accepted,1,08031 -- Software Engineering for Self-Adaptive Systems: A Research Road Map
r778,p778,Review content,accepted,1,A Brief History of Software Engineering
r779,p779,Review content,rejected,0,Problem Oriented Software Engineering: Solving the Package Router Control Problem
r780,p780,Review content,accepted,1,Replication's Role in Software Engineering
r781,p781,Review content,accepted,1,Towards individualized software engineering: empirical studies should collect psychometrics
r782,p782,Review content,accepted,1,A survey of social software engineering
r783,p783,Review content,rejected,0,Metamodelling for software engineering
r784,p784,Review content,accepted,1,An Environment to Support Large Scale Experimentation in Software Engineering
r785,p785,Review content,accepted,1,Missing Data in Software Engineering
r786,p786,Review content,accepted,1,Agile Software Engineering
r787,p787,Review content,accepted,1,Evaluating guidelines for reporting empirical software engineering studies
r788,p788,Review content,accepted,1,Rationale-Based Software Engineering
r789,p789,Review content,accepted,1,A view of 20th and 21st century software engineering
r790,p790,Review content,accepted,1,Knowledge management in software engineering
r791,p791,Review content,accepted,1,Ontology-Based Software Engineering- Software Engineering 2.0
r792,p792,Review content,accepted,1,Challenges in automotive software engineering
r793,p793,Review content,accepted,1,The Future of Empirical Methods in Software Engineering Research
r794,p794,Review content,rejected,0,The Emerging Role of Data Scientists on Software Development Teams
r795,p795,Review content,accepted,1,Software Engineering Data Collection for Field Studies
r796,p796,Review content,accepted,1,The role of replications in empirical software engineering—a word of warning
r797,p797,Review content,rejected,0,The Focus Group Method as an Empirical Tool in Software Engineering
r798,p798,Review content,accepted,1,Software Engineering for Automotive Systems: A Roadmap
r799,p799,Review content,rejected,0,Collaboration in Software Engineering: A Roadmap
r800,p800,Review content,rejected,0,Thermodynamics : An Engineering Approach
r801,p801,Review content,accepted,1,Software Engineering Foundations: A Software Science Perspective
r802,p802,Review content,accepted,1,A Systematic Review of Theory Use in Software Engineering Experiments
r803,p803,Review content,accepted,1,Feature-Oriented Software Product Lines: Concepts and Implementation
r804,p804,Review content,accepted,1,An application of games-based learning within software engineering
r805,p805,Review content,accepted,1,A systematic review of effect size in software engineering experiments
r806,p806,Review content,accepted,1,Comprehensive Evaluation of an Educational Software Engineering Simulation Environment
r807,p807,Review content,accepted,1,A Software Chasm: Software Engineering and Scientific Computing
r808,p808,Review content,accepted,1,Checklists for Software Engineering Case Study Research
r809,p809,Review content,accepted,1,Software Design and Architecture The once and future focus of software engineering
r810,p810,Review content,accepted,1,Enhancing software engineering education using teaching aids in 3-D online virtual worlds
r811,p811,Review content,accepted,1,Mining software engineering data
r812,p812,Review content,accepted,1,Agile human-centered software engineering
r813,p813,Review content,accepted,1,"Empirical Software Engineering Issues. Critical Assessment and Future Directions, International Workshop, Dagstuhl Castle, Germany, June 26-30, 2006. Revised Papers"
r814,p814,Review content,accepted,1,What Every Engineer Should Know about Software Engineering
r815,p815,Review content,accepted,1,Problem Oriented Software Engineering: A design-theoretic framework for software engineering
r816,p816,Review content,accepted,1,Applications of Ontologies in Software Engineering
r817,p817,Review content,rejected,0,"Software engineering, 8th Edition"
r818,p818,Review content,accepted,1,Data Quality: Some Comments on the NASA Software Defect Datasets
r819,p819,Review content,accepted,1,Challenges in automotive software engineering
r820,p820,Review content,rejected,0,Rationale Management in Software Engineering
r821,p821,Review content,accepted,1,A Perspective on the Future of Middleware-based Software Engineering
r822,p822,Review content,accepted,1,Changing the paradigm of software engineering
r823,p823,Review content,accepted,1,Software engineering for adaptive and self-managing systems
r824,p824,Review content,rejected,0,Some future trends and implications for systems and software engineering processes
r825,p825,Review content,accepted,1,Value-Based Software Engineering: Overview and Agenda
r826,p826,Review content,accepted,1,"Software Engineering, 8. Auflage"
r827,p827,Review content,accepted,1,SE2004: Recommendations for Undergraduate Software Engineering Curricula
r828,p828,Review content,accepted,1,The unspoken revolution in software engineering
r829,p829,Review content,accepted,1,The Role of Controlled Experiments in Software Engineering Research
r830,p830,Review content,accepted,1,Using Ontologies in Software Engineering and Technology
r831,p831,Review content,rejected,0,Essentials of software engineering
r832,p832,Review content,accepted,1,An Initial Theory of Value-Based Software Engineering
r833,p833,Review content,accepted,1,Status of Empirical Research in Software Engineering
r834,p834,Review content,rejected,0,Software engineering - theory and practice (3. ed.)
r835,p835,Review content,accepted,1,Reflections on software engineering education
r836,p836,Review content,accepted,1,Integrating Security and Software Engineering: Advances and Future Visions
r837,p837,Review content,accepted,1,Systematic Review in Software Engineering
r838,p838,Review content,rejected,0,Evidence-Based Software Engineering for Practitioners
r839,p839,Review content,rejected,0,Software Engineering (7th Edition)
r840,p840,Review content,accepted,1,Proceedings 25th International Conference on Software Engineering
r841,p841,Review content,accepted,1,Value-Based Software Engineering
r842,p842,Review content,accepted,1,Software engineering - principles and practice
r843,p843,Review content,rejected,0,Software Engineering with Reusable Components
r844,p844,Review content,accepted,1,A survey on the use of topic models when mining software repositories
r845,p845,Review content,accepted,1,A systematic review of statistical power in software engineering experiments
r846,p846,Review content,rejected,0,Obfuscator-LLVM -- Software Protection for the Masses
r847,p847,Review content,accepted,1,Software Bots
r848,p848,Review content,accepted,1,Empirical studies of software engineering: a roadmap
r849,p849,Review content,accepted,1,Software engineering for security: a roadmap
r850,p850,Review content,accepted,1,Encyclopedia of Software Engineering
r851,p851,Review content,accepted,1,"Software Engineering 3 - Domains, Requirements, and Software Design"
r852,p852,Review content,rejected,0,Sustainability Design and Software: The Karlskrona Manifesto
r853,p853,Review content,accepted,1,The \{PROMISE\} Repository of Software Engineering Databases.
r854,p854,Review content,accepted,1,Variability in Software Systems—A Systematic Literature Review
r855,p855,Review content,accepted,1,Concepts and Guidelines of Feature Modeling for Product Line Software Engineering
r856,p856,Review content,accepted,1,Experiences from conducting semi-structured interviews in empirical software engineering research
r857,p857,Review content,accepted,1,Software-engineering research revisited
r858,p858,Review content,accepted,1,Software Engineering as Seen through Its Research Literature: A Study in Co-Word Analysis
r859,p859,Review content,accepted,1,Object-oriented and classical software engineering
r860,p860,Review content,accepted,1,Software Engineering Metrics: What Do They Measure and How Do We Know?
r861,p861,Review content,accepted,1,A software engineering framework for context-aware pervasive computing
r862,p862,Review content,accepted,1,Empirical Research Methods in Software Engineering
r863,p863,Review content,accepted,1,Facts and fallacies of software engineering
r864,p864,Review content,accepted,1,Categories for software engineering
r865,p865,Review content,accepted,1,A Survey of Formal Concept Analysis Support for Software Engineering Activities
r866,p866,Review content,accepted,1,"The role of experimentation in software engineering: past, current, and future"
r867,p867,Review content,accepted,1,Bayesian Analysis of Empirical Software Engineering Cost Models
r868,p868,Review content,accepted,1,Challenges and Research Directions in Agent-Oriented Software Engineering
r869,p869,Review content,accepted,1,Methodologies and software engineering for agent systems : the agent-oriented software engineering handbook
r870,p870,Review content,accepted,1,End-user software engineering
r871,p871,Review content,accepted,1,"Models in software engineering – an introduction
"
r872,p872,Review content,accepted,1,Teaching software engineering through game design
r873,p873,Review content,accepted,1,DESMET: a methodology for evaluating software engineering methods and tools
r874,p874,Review content,accepted,1,Using the focus group method in software engineering: obtaining practitioner and user experiences
r875,p875,Review content,accepted,1,Software engineering with Ada
r876,p876,Review content,rejected,0,Software engineering concepts
r877,p877,Review content,accepted,1,Writing good software engineering research papers
r878,p878,Review content,accepted,1,Using benchmarking to advance research: a challenge to software engineering
r879,p879,Review content,rejected,0,Value-Based Software Engineering: A Case Study
r880,p880,Review content,accepted,1,An experimental card game for teaching software engineering
r881,p881,Review content,accepted,1,Software engineering and middleware: a roadmap
r882,p882,Review content,accepted,1,"Object Oriented Software Engineering, Conquering Complex and Changing Systems"
r883,p883,Review content,rejected,0,Conducting realistic experiments in software engineering
r884,p884,Review content,accepted,1,The use of program dependence graphs in software engineering
r885,p885,Review content,accepted,1,Component-based software engineering - new challenges in software development
r886,p886,Review content,accepted,1,Process Models in Software Engineering
r887,p887,Review content,accepted,1,"Software engineering education in the era of outsourcing, distributed development, and open source software: challenges and opportunities"
r888,p888,Review content,rejected,0,Tool Integration in Software Engineering Environments
r889,p889,Review content,rejected,0,Ontologies in the Software Engineering Process
r890,p890,Review content,accepted,1,The challenges of software engineering education
r891,p891,Review content,accepted,1,Thinking on the Development of Software Engineering Technology
r892,p892,Review content,accepted,1,Models in software engineering - an introduction
r893,p893,Review content,accepted,1,Software engineering (6th ed.)
r894,p894,Review content,rejected,0,Conducting on-line surveys in software engineering
r895,p895,Review content,accepted,1,A Ranking of Software Engineering Measures Based on Expert Opinion
r896,p896,Review content,accepted,1,Research in software engineering: an analysis of the literature
r897,p897,Review content,accepted,1,Experimentation in software engineering
r898,p898,Review content,accepted,1,Principles of software engineering management
r899,p899,Review content,accepted,1,What makes good research in software engineering?
r900,p900,Review content,accepted,1,Principles of software engineering management
r901,p901,Review content,accepted,1,Experimentation in software engineering
r902,p902,Review content,rejected,0,Reliability Engineering
r903,p903,Review content,accepted,1,Empirical Data Modeling in Software Engineering Using Radical Basis Functions
r904,p904,Review content,accepted,1,Software engineering for large-scale multi-agent systems - SELMAS'05
r905,p905,Review content,accepted,1,Knowledge-Sharing Issues in Experimental Software Engineering
r906,p906,Review content,accepted,1,On the application of measurement theory in software engineering
r907,p907,Review content,accepted,1,Repeatable software engineering experiments for comparing defect-detection techniques
r908,p908,Review content,accepted,1,Knowledge management in software engineering - describing the process
r909,p909,Review content,rejected,0,A risk management framework for software engineering practice
r910,p910,Review content,accepted,1,Software Engineering
r911,p911,Review content,accepted,1,Value-based software engineering: reinventing
r912,p912,Review content,accepted,1,A practical approach of teaching Software Engineering
r913,p913,Review content,accepted,1,Automotive software engineering
r914,p914,Review content,rejected,0,Software Engineering Measurement
r915,p915,Review content,accepted,1,The software engineering impacts of cultural factors on multi-cultural software development teams
r916,p916,Review content,rejected,0,Formulating software engineering as a search problem
r917,p917,Review content,accepted,1,Formulation and preliminary test of an empirical theory of coordination in software engineering
r918,p918,Review content,accepted,1,End-user software engineering with assertions in the spreadsheet paradigm
r919,p919,Review content,accepted,1,Writing good software engineering research papers: minitutorial
r920,p920,Review content,rejected,0,Problems and Programmers: an educational software engineering card game
r921,p921,Review content,accepted,1,Software engineering: a practitioner's approach (2nd ed.)
r922,p922,Review content,accepted,1,Software engineering education: a roadmap
r923,p923,Review content,rejected,0,A software engineering experiment in software component generation
r924,p924,Review content,accepted,1,Software Engineering Processes: Principles and Applications
r925,p925,Review content,accepted,1,Search Based Software Engineering
r926,p926,Review content,accepted,1,Software engineering risk management
r927,p927,Review content,rejected,0,Measurement and experimentation in software engineering
r928,p928,Review content,accepted,1,"Component-based software engineering: technologies, development frameworks, and quality assurance schemes"
r929,p929,Review content,accepted,1,A method for assessing the software engineering capability of contractors
r930,p930,Review content,accepted,1,Toward a Discipline of Software Engineering
r931,p931,Review content,accepted,1,Software Engineering: An Engineering Approach
r932,p932,Review content,accepted,1,Evaluating Software Engineering Technologies
r933,p933,Review content,rejected,0,Using a behavioral theory of program comprehension in software engineering
r934,p934,Review content,accepted,1,Agent-oriented software engineering
r935,p935,Review content,accepted,1,"Software Engineering: Design, Reliability, and Management"
r936,p936,Review content,accepted,1,Advances in Software Engineering and Knowledge Engineering
r937,p937,Review content,accepted,1,The software engineering laboratory - an operational software experience factory
r938,p938,Review content,rejected,0,Software engineering tools and environments: a roadmap
r939,p939,Review content,accepted,1,A Mature Profession of Software Engineering.
r940,p940,Review content,accepted,1,Software engineering with ada
r941,p941,Review content,accepted,1,Cleanroom software engineering: technology and process
r942,p942,Review content,accepted,1,Software Pioneers: Contributions to Software Engineering
r943,p943,Review content,accepted,1,Experimental design and analysis in software engineering
r944,p944,Review content,accepted,1,Cleanroom software engineering for zero-defect software
r945,p945,Review content,accepted,1,Understanding the Philosophical Underpinnings of Software Engineering Research in Information Systems
r946,p946,Review content,rejected,0,Toward computer-supported concurrent software engineering
r947,p947,Review content,accepted,1,Hints for Reviewing Empirical Work in Software Engineering
r948,p948,Review content,accepted,1,Software Engineering Project Management
r949,p949,Review content,accepted,1,"Process-Centered Software Engineering Environments, A Brief History and Future Challenges"
r950,p950,Review content,rejected,0,Software engineering code of ethics
r951,p951,Review content,accepted,1,Predicate Logic for Software Engineering
r952,p952,Review content,accepted,1,A Pattern Recognition Approach for Software Engineering Data Analysis
r953,p953,Review content,rejected,0,Computational intelligence in software engineering
r954,p954,Review content,accepted,1,The State Of Software Engineering Practice: A Preliminary Report
r955,p955,Review content,accepted,1,Perspectives in Software Engineering
r956,p956,Review content,accepted,1,Outline of a Paradigm Change in Software Engineering
r957,p957,Review content,accepted,1,Machine Learning and Software Engineering
r958,p958,Review content,rejected,0,Ethical Issues in Empirical Studies of Software Engineering
r959,p959,Review content,accepted,1,Software Engineering Programs Are Not Computer Science Programs
r960,p960,Review content,rejected,0,Agent orientation in software engineering
r961,p961,Review content,accepted,1,Simulation in software engineering training
r962,p962,Review content,accepted,1,A survey of Agent-Oriented Software Engineering
r963,p963,Review content,accepted,1,"Software engineering, the software process and their support"
r964,p964,Review content,accepted,1,Taming Agents and Objects in Software Engineering
r965,p965,Review content,rejected,0,Assessing process-centered software engineering environments
r966,p966,Review content,accepted,1,Software Engineering Process Group Guide
r967,p967,Review content,accepted,1,A survey of the relevance of computer science and software engineering education
r968,p968,Review content,accepted,1,Component Metadata for Software Engineering Tasks
r969,p969,Review content,rejected,0,Reuse and Productivity in Integrated Computer-Aided Software Engineering: An Empirical Study
r970,p970,Review content,rejected,0,Representing Software Engineering Models: The TAME Goal Oriented Approach
r971,p971,Review content,rejected,0,Classical and Object Oriented Software Engineering
r972,p972,Review content,accepted,1,A Knowledge-Based Environment for Modeling and Simulating Software Engineering Processes
r973,p973,Review content,rejected,0,"Reuse-based software engineering: techniques, organization, and controls"
r974,p974,Review content,accepted,1,Towards a software engineering approach to Web site development
r975,p975,Review content,rejected,0,Wisdom: A Software Engineering Method for Small Software Development Companies
r976,p976,Review content,rejected,0,Has twenty-five years of empirical software engineering made a difference?
r977,p977,Review content,rejected,0,A flexible transaction model for software engineering
r978,p978,Review content,accepted,1,An Experience in Collaborative Software Engineering Education
r979,p979,Review content,rejected,0,Computer-Aided Software Engineering in a distributed workstation environment
r980,p980,Review content,accepted,1,Research synthesis in software engineering: a case for meta-analysis
r981,p981,Review content,accepted,1,Experimental Software Engineering Issues: Critical Assessment and Future Directions
r982,p982,Review content,accepted,1,A critique of diffusion theory as a managerial framework for understanding adoption of software engineering innovations
r983,p983,Review content,accepted,1,Object-oriented software engineering - practical software development using UML and Java
r984,p984,Review content,accepted,1,Distributed component technologies and their software engineering implications
r985,p985,Review content,rejected,0,HANDBOOK OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING
r986,p986,Review content,accepted,1,Extreme programming for software engineering education?
r987,p987,Review content,rejected,0,Modeling Articulation Work in Software Engineering Processes
r988,p988,Review content,accepted,1,Agent-Oriented Software Engineering for Internet Applications
r989,p989,Review content,rejected,0,CASE productivity perceptions of software engineering professionals
r990,p990,Review content,accepted,1,Thinking objectively: software engineering in the small
r991,p991,Review content,accepted,1,in Software Engineering
r992,p992,Review content,accepted,1,Database system support for software engineering
r993,p993,Review content,accepted,1,Knowledge-based software engineering
r994,p994,Review content,accepted,1,Design rationale for software engineering: a survey
r995,p995,Review content,accepted,1,Software engineering: a roadmap
r996,p996,Review content,accepted,1,Ginger2: An Environment for Computer-Aided Empirical Software Engineering
r997,p997,Review content,accepted,1,Iterative Software Engineering for Multiagent Systems: The MASSIVE Method
r998,p998,Review content,accepted,1,DAMOKLES - A Database System for Software ENgineering Environments
r999,p999,Review content,rejected,0,Software Engineering: An Object-Oriented Perspective
r1000,p1000,Review content,accepted,1,Systematic and integrative analysis of large gene lists using DAVID bioinformatics resources
r1001,p1001,Review content,accepted,1,Bioinformatics enrichment tools: paths toward the comprehensive functional analysis of large gene lists
r1002,p1002,Review content,accepted,1,Bioconductor: open software development for computational biology and bioinformatics
r1003,p1003,Review content,rejected,0,Biopython: freely available Python tools for computational molecular biology and bioinformatics
r1004,p1004,Review content,accepted,1,"Expasy, the Swiss Bioinformatics Resource Portal, as designed by its users"
r1005,p1005,Review content,accepted,1,"Nanopore sequencing technology, bioinformatics and applications"
r1006,p1006,Review content,accepted,1,A review of feature selection techniques in bioinformatics
r1007,p1007,Review content,accepted,1,A Completely Reimplemented MPI Bioinformatics Toolkit with a New HHpred Server at its Core.
r1008,p1008,Review content,rejected,0,The PATRIC Bioinformatics Resource Center: expanding data and analysis capabilities
r1009,p1009,Review content,accepted,1,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
r1010,p1010,Review content,accepted,1,The nf-core framework for community-curated bioinformatics pipelines
r1011,p1011,Review content,accepted,1,Protein Sequence Analysis Using the MPI Bioinformatics Toolkit
r1012,p1012,Review content,accepted,1,Snakemake - a scalable bioinformatics workflow engine
r1013,p1013,Review content,accepted,1,Augur: a bioinformatics toolkit for phylogenetic analyses of human pathogens
r1014,p1014,Review content,accepted,1,"Improvements to PATRIC, the all-bacterial Bioinformatics Database and Analysis Resource Center"
r1015,p1015,Review content,accepted,1,Human Splicing Finder: an online bioinformatics tool to predict splicing signals
r1016,p1016,Review content,rejected,0,Trends in the development of miRNA bioinformatics tools
r1017,p1017,Review content,accepted,1,Deep learning in bioinformatics
r1018,p1018,Review content,accepted,1,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
r1019,p1019,Review content,accepted,1,Piercing the dark matter: bioinformatics of long-range sequencing and mapping
r1020,p1020,Review content,accepted,1,Single-cell RNA sequencing technologies and bioinformatics pipelines
r1021,p1021,Review content,accepted,1,BATMAN-TCM: a Bioinformatics Analysis Tool for Molecular mechANism of Traditional Chinese Medicine
r1022,p1022,Review content,accepted,1,Unipro UGENE: a unified bioinformatics toolkit
r1023,p1023,Review content,accepted,1,Ensemble deep learning in bioinformatics
r1024,p1024,Review content,rejected,0,The bioinformatics toolbox for circRNA discovery and analysis
r1025,p1025,Review content,accepted,1,Deep learning-based clustering approaches for bioinformatics
r1026,p1026,Review content,accepted,1,Bioinformatics Methods for Mass Spectrometry-Based Proteomics Data Analysis
r1027,p1027,Review content,rejected,0,The EMBL-EBI bioinformatics web and programmatic tools framework
r1028,p1028,Review content,rejected,0,"Deep learning in bioinformatics: introduction, application, and perspective in big data era"
r1029,p1029,Review content,accepted,1,Bioinformatics and Computational Biology Solutions Using R and Bioconductor
r1030,p1030,Review content,accepted,1,The Bio3D packages for structural bioinformatics
r1031,p1031,Review content,accepted,1,ExPASy: SIB bioinformatics resource portal
r1032,p1032,Review content,rejected,0,Perseus: A Bioinformatics Platform for Integrative Analysis of Proteomics Data in Cancer Research.
r1033,p1033,Review content,accepted,1,BMC Bioinformatics
r1034,p1034,Review content,rejected,0,"PATRIC, the bacterial bioinformatics database and analysis resource"
r1035,p1035,Review content,accepted,1,Bioinformatics and Computational Tools for Next-Generation Sequencing Analysis in Clinical Genetics
