authorId,authorUrl,authorName
a62,145345295,Daniel McDonald
a63,1854342,L. McIver
a64,145073266,A. Melnik
a65,47746992,J. Metcalf
a66,32552772,S. C. Morgan
a67,34024444,James T. Morton
a68,1410137379,Ahmad Turan Naimey
a69,1401282143,Jose A Navas-Molina
a70,10790574,Louis-Félix Nothias
a71,51403558,Stephanie B. Orchanian
a72,21366050,Talima R. Pearson
a73,1414102859,Samuel L. Peoples
a74,4019733,D. Petráš
a75,6845076,M. Preuss
a76,2079716,E. Pruesse
a77,84419869,Lasse Buur Rasmussen
a78,6103924,A. Rivers
a79,31808306,M. Robeson
a80,145394064,P. Rosenthal
a81,47429813,N. Segata
a82,49576568,Michael Shaffer
a83,4379902,A. Shiffer
a84,145604360,R. Sinha
a85,3931190,Se Jin Song
a86,5725804,J. Spear
a87,5084447,Austin D. Swafford
a88,24195448,Luke R. Thompson
a89,47263947,P. Torres
a90,49368223,Pauline Trinh
a91,143863611,A. Tripathi
a92,2404698,P. Turnbaugh
a93,1404856444,Sabah Ul-Hasan
a94,5460194,J. V. D. van der Hooft
a95,123107351,Fernando Vargas
a96,1398440330,Y. Vázquez-Baeza
a97,6346734,E. Vogtmann
a98,150237239,Max von Hippel
a99,47178580,William Walters
a100,38899048,Yunhu Wan
a101,1949898,Mingxun Wang
a102,50294532,Jonathan Warren
a103,51914702,Kyle C. Weber
a104,36633883,C. H. Williamson
a105,145511581,A. Willis
a106,31733281,Z. Xu
a107,48348200,Jesse R. Zaneveld
a108,48380236,Yilong Zhang
a109,47713290,Qiyun Zhu
a110,2235761188,R. Knight
a111,143865612,J. Caporaso
a112,2660689,O. Papaspiliopoulos
a113,144152606,Hossein Hassani
a114,33422510,E. Silva
a115,6943123,Michael L. Brodie
a116,2191638875,Yuhang Lai
a117,2145582245,Chengxi Li
a118,None,Yiming Wang
a119,2146331419,Tianyi Zhang
a120,51011000,Ruiqi Zhong
a121,1982950,Luke Zettlemoyer
a122,3156075,S. Yih
a123,47070750,Daniel Fried
a124,2128046669,Si-yi Wang
a125,48881008,Tao Yu
a126,2300159511,Lourdes S. Martinez
a127,145758589,F. Giorgi
a128,1491577779,Carmine Ceraolo
a129,50169373,D. Mercatelli
a130,2257435815,Yin Yang
a131,1746885,K. Siau
a132,2257563351,Wen Xie
a133,2257337884,Yan Lindsay Sun
a134,143809408,J. Yano
a135,36586793,K. Gaffney
a136,2377945,J. Gregoire
a137,1840482369,Linda Hung
a138,2162971809,Abbas Ourmazd
a139,49916345,Joshua Schrier
a140,9397819,J. Sethian
a141,39944472,F. Toma
a142,66386570,J. Symons
a143,2055012621,R. Alvarado
a144,1690967,Avrim Blum
a145,1706504,J. Hopcroft
a146,144632403,R. Kannan
a147,1394049881,The Genomic Observatories Network
a148,37032036,Rosa M Alcazar
a149,150202115,Maria Alvarez
a150,2133918109,Rachel Arnold
a151,20779472,Mentewab Ayalew
a152,5561234,L. Best
a153,2114675387,M. Campbell
a154,47760854,K. Chowdhury
a155,2052609304,Katherine E. L. Cox
a156,1485435660,Christina R. Daulton
a157,46850985,Youping Deng
a158,121408435,Carla L. Easter
a159,90768215,K. Fuller
a160,32915090,S. Hakim
a161,5675056,Ava M. Hoffman
a162,144193437,N. Kucher
a163,144714669,Andrew Lee
a164,46550919,J. Leek
a165,6677994,R. Meller
a166,2150913272,Loyda B. M'endez
a167,2150913793,Miguel P. M'endez-Gonz'alez
a168,32095807,Stephen L Mosher
a169,2495527,M. Nishiguchi
a170,143782965,S. Pratap
a171,2120160052,Tiffany Rolle
a172,2130382238,Sourav Roy
a173,2150913518,Rachel Saidi
a174,2205516,M. Schatz
a175,3753487,S. Sen
a176,88637483,J. Sniezek
a177,90443851,E. Martinez
a178,35002762,F. Tan
a179,2086709953,Jennifer Vessio
a180,121992190,K. Watson
a181,5993490,W. Westbroek
a182,2144451890,Joseph Wilcox
a183,2150913498,Xianfa Xie Clovis Community College
a184,47881143,Fresno
a185,51281501,Ca
a186,2102686804,USA.
a187,40640671,Biology
a188,2260656146,El Paso Community College
a189,81358076,E. Paso
a190,66716670,Tx
a191,105017157,U. Fish
a192,2103259403,Wildlife
a193,2150913810,Northwest Indian College
a194,90839159,Onalaska
a195,21207111,Wi
a196,1422189299,B. Department
a197,70664266,Spelman College
a198,67002876,Atlanta
a199,66605321,Ga
a200,2150913651,Turtle Mountain Community College
a201,17139046,Belcourt
a202,2150913417,Nd
a203,2273929331,Department of Mathematical Sciences
a204,7737288,U. California
a205,70102214,California LosAngeles
a206,2150912520,Claflin University
a207,2150913410,Orangeburg
a208,2075006091,Sc
a209,89065716,D. Biostatistics
a210,1490485491,Johns Hopkins Bloomberg School of Public Health
a211,28109358,Baltimore.
a212,2273684870,Md
a213,2260656189,National Human Genome Research Institute
a214,1562111284,N. Health
a215,108374560,Bethesda.
a216,102836509,University of Hawaii at Manoa
a217,90503494,Honolulu
a218,2113867681,Hi
a219,2150913481,Smithsonian Institute National Museum of Natural History
a220,50596132,Washington
a221,83298012,Dc
a222,2150913717,Guttman Community College
a223,72379552,New York.
a224,2066161618,Ny
a225,2029880797,D. Microbiology
a226,2150913805,Biomedical Sciences
a227,2082443935,D. College
a228,2150913709,Tuba City
a229,70401482,Az
a230,8262839,Department of Medical Biology
a231,52357291,J. University
a232,2150913865,Northern Virginia Community College - Alexandria
a233,74825769,Alexandria
a234,2074778406,Va
a235,7502599,D. Chemistry
a236,3605620,Biochemistry
a237,1490633868,Fort Lewis College
a238,90124237,Durango
a239,2113858148,Co
a240,2037681254,Department of Neurobiology
a241,2150913365,Morehouse School of Medicine
a242,2150913621,ScienceTechnology
a243,2150913619,Universidad Ana G. M'endez
a244,2058631664,Carolina
a245,2098305749,Pr
a246,2150913700,Natural Sciences Department
a247,2150913543,University of Puerto Rico at Aguadilla
a248,2150913840,Aguadilla
a249,2150913485,Department of Molecular
a250,89157526,Cell Biology
a251,2150913754,Merced
a252,1387891346,School of Historical Studies
a253,51079948,Research
a254,2087374732,M. M. College
a255,66282382,Nashville
a256,66713788,Tn
a257,2150913617,Border Biomedical Research Center
a258,102517549,U. O. T. A. E. Paso
a259,2150913747,Department of Math
a260,5061428,Statistics
a261,102539247,Data Science
a262,2259624522,Montgomery College
a263,77480028,Rockville
a264,88739531,Department of Materials Science
a265,1490633994,Chemical
a266,2045314941,Biological Sciences
a267,2150913611,Germantown
a268,1389645066,University of Puerto Rico
a269,2150913368,Ponce
a270,2150913834,Department of Embryology
a271,102790948,Carnegie Institution
a272,2150913371,Flathead Valley Community College
a273,105021779,Kalispell
a274,2074720376,Mt
a275,2150913812,Nevada State College
a276,121274222,Henderson
a277,2150913827,Nv
a278,2150913597,V. S. University
a279,2150913479,Petersburg
a280,1399205325,Fernando Martínez-Plumed
a281,1572944977,Lidia Contreras-Ochando
a282,1785006,C. Ferri
a283,66969655,José Hernández Orallo
a284,66368615,Meelis Kull
a285,2605200,N. Lachiche
a286,2065857867,M. J. R. Quintana
a287,144474086,P. Flach
a288,2152709372,Iqbal H. Sarker
a289,1399162888,David Lähnemann
a290,46584000,Johannes Köster
a291,1713701,E. Szczurek
a292,1947387,Davis J. McCarthy
a293,35099275,S. Hicks
a294,144630231,M. Robinson
a295,49688447,C. Vallejos
a296,7993996,Kieran R. Campbell
a297,2337683,N. Beerenwinkel
a298,143674431,A. Mahfouz
a299,2566296,Luca Pinello
a300,1731257,P. Skums
a301,143958048,A. Stamatakis
a302,2084557,Camille Stephan-Otto Attolini
a303,144427183,Samuel Aparicio
a304,3458428,J. Baaijens
a305,15916544,M. Balvert
a306,1382297839,B. D. Barbanson
a307,50683764,A. Cappuccio
a308,14872779,G. Corleone
a309,1837495,B. Dutilh
a310,1803797,M. Florescu
a311,3110179,V. Guryev
a312,144038008,Rens Holmer
a313,46504181,Katharina Jahn
a314,1381695766,Thamar Jessurun Lobo
a315,121567631,Emma M. Keizer
a316,40271958,Indu Khatri
a317,2452575,S. Kiełbasa
a318,144226508,J. Korbel
a319,48086053,Alexey M. Kozlov
a320,46848946,Tzu-Hao Kuo
a321,1681016,B. Lelieveldt
a322,1743075,I. Măndoiu
a323,2552975,J. Marioni
a324,1772268,T. Marschall
a325,114702007,Felix Mölder
a326,2508935,A. Niknejad
a327,3430022,Lukasz Raczkowski
a328,1681254,M. Reinders
a329,143616731,J. Ridder
a330,48468275,A. Saliba
a331,1491611469,A. Somarakis
a332,152423211,O. Stegle
a333,2958299,Fabian J Theis
a334,2155465038,Huan Yang
a335,1720195,A. Zelikovsky
a336,2488686,A. Mchardy
a337,35016672,Benjamin J. Raphael
a338,2222550405,Sohrab P. Shah
a339,1802591,A. Schönhuth
a340,2562040,S. Raschka
a341,2055466552,Joshua Patterson
a342,1491910676,Corey J. Nolet
a343,144366819,A. Kayes
a344,49696663,S. Badsha
a345,15597895,Hamed Alqahtani
a346,1682100,P. Watters
a347,46201673,Alex Ng
a348,145507543,Juan C. Caicedo
a349,47348021,A. Goodman
a350,8606450,Kyle W. Karhohs
a351,6648707,B. Cimini
a352,147015068,Jeanelle Ackerman
a353,2057582064,Marzieh Haghighi
a354,2030964,Cherkeng Heng
a355,143934208,Tim Becker
a356,144810428,M. Doan
a357,51043865,C. McQuin
a358,2547227,M. Rohban
a359,153203822,Shantanu Singh
a360,1721012,Anne E Carpenter
a361,1882065,W. Budiharto
a362,36743361,Dakuo Wang
a363,2055456335,Josh Andres
a364,1927553,Justin D. Weisz
a365,1506548883,Erick Oduor
a366,2391727,Casey Dugan
a367,1782525,S. Subrahmanya
a368,21766681,Dasharathraj K. Shetty
a369,13966665,Vathsala Patil
a370,2005420621,B. Hameed
a371,2057278194,R. Paul
a372,8556033,Komal Smriti
a373,116246793,Nithesh Naik
a374,4149364,B. Somani
a375,134251468,K. Jablonka
a376,17711197,D. Ongari
a377,144683061,S. M. Moosavi
a378,144189527,B. Smit
a379,47557914,Yuxin Chen
a380,1784472,Yuejie Chi
a381,144958605,Jianqing Fan
a382,1995760767,Cong Ma
a383,2555876,Sumon Biswas
a384,2340436,Mohammad Wardat
a385,144212535,Hridesh Rajan
a386,144308911,Thomas M. Ward
a387,104492007,P. Mascagni
a388,13533044,A. Madani
a389,2655297,N. Padoy
a390,1743911,S. Perretta
a391,40564183,D. Hashimoto
a392,7327503,Tijl De Bie
a393,138078008,Luc de Raedt
a394,1398777358,J. Hernández-Orallo
a395,2470869,H. Hoos
a396,50860274,Padhraic Smyth
a397,2107299006,C. Williams
a398,2092542,Valerio Grossi
a399,1685102,F. Giannotti
a400,1693341,D. Pedreschi
a401,1799502,P. Manghi
a402,1769599,P. Pagano
a403,2671645,M. Assante
a404,2287092692,R. Mohammed
a405,2286992926,Harun Babu
a406,2150239406,M. Shebana
a407,144487305,R. Harish
a408,4384113,V. Kanimozhi
a409,2110803107,K. A. Kumar
a410,2788233,G. Nychas
a411,145891167,E. Sims
a412,2286217,P. Tsakanikas
a413,1875389,F. Mohareb
a414,144518215,Amy X. Zhang
a415,1561777696,Michael J. Muller
a416,24040678,S. Latif
a417,143997402,Muhammad Usman
a418,1483726395,Sanaullah Manzoor
a419,14577774,Waleed Iqbal
a420,1734917,Junaid Qadir
a421,1749012,Gareth Tyson
a422,2085689125,Ignacio Castro
a423,1740639,Adeel Razi
a424,49143963,M. Boulos
a425,145689461,Adrian Weller
a426,144334554,J. Crowcroft
a427,2126470942,R. R. Silva
a428,2063775514,Ii Michael S Robeson
a429,145910366,J. J. Hooft
a430,91066710,Chase Williamson
a431,3045510,M. M. Hoque
a432,9383283,Md. Kafil Uddin
a433,40996433,Tawfeeq Alsanoosy
a434,46867002,Yi Zhang
a435,1804315,Z. Ives
a436,5446768,Somalee Datta
a437,145882108,J. Posada
a438,1587676605,Garrick Olson
a439,2108689288,Wencheng Li
a440,1500544912,Ciaran O'Reilly
a441,2081591992,Deepa Balraj
a442,15291510,Joseph Mesterhazy
a443,1587802648,Joseph Pallas
a444,2057113353,Priyamvada Desai
a445,143665076,N. Shah
a446,145872183,Huadong Guo
a447,1987744,S. Nativi
a448,2087749667,Dong Liang
a449,2196719,M. Craglia
a450,2108594617,Lizhe Wang
a451,1681824,S. Schade
a452,2074418,C. Corbane
a453,3327178,G. He
a454,1981923,M. Pesaresi
a455,46276515,Jianhui Li
a456,23536395,Zeeshan Shirazi
a457,2146650970,Jie Liu
a458,12761970,A. Annoni
a459,88817685,Saeed Nosratabadi
a460,3081489,A. Mosavi
a461,7817034,Puhong Duan
a462,2370080,Pedram Ghamisi
a463,29619587,Ferdinánd Filip
a464,1955932190,Shahab S. Band
a465,40534939,U. Reuter
a466,143931014,João Gama
a467,1764455,A. Gandomi
a468,31904485,Samir Passi
a469,1771108,Phoebe Sengers
a470,1783400,P. Combettes
a471,1737505,J. Pesquet
a472,1397958668,L. Maier-Hein
a473,145472146,M. Wagner
a474,118012992,T. Ross
a475,47131776,Annika Reinke
a476,2462340,S. Bodenstedt
a477,93088018,Peter M. Full
a478,1585780832,Hellena Hempe
a479,65841662,D. Filimon
a480,2062880835,Patrick Scholz
a481,1585890027,T. Tran
a482,51903792,Pierangela Bruno
a483,1679990966,A. Kisilenko
a484,2067885689,Benjamin Müller
a485,1679990969,Tornike Davitashvili
a486,1679974988,Manuela Capek
a487,14332753,M. Tizabi
a488,33751657,Matthias Eisenmann
a489,144784171,T. Adler
a490,9587758,J. Gröhl
a491,1680042085,Melanie Schellenberg
a492,90487550,S. Seidlitz
a493,2052777412,T. Y. E. Lai
a494,1380212948,Veith Roethlingshoefer
a495,32630778,Fabian Both
a496,3070293,Sebastian Bittel
a497,1679992383,M. Mengler
a498,3452213,M. Apitz
a499,47515221,S. Speidel
a500,1711534,H. Kenngott
a501,1390139613,B. Müller-Stich
a502,2944292,Parikshit Ram
a503,143774641,Werner Geyer
a504,2411702,Y. Tausczik
a505,1756353,Horst Samulowitz
a506,2055386592,Alexander G. Gray
a507,1706010,C. Brunsdon
a508,48982395,A. Comber
a509,73685318,Ingrid Lange
a510,2752280,David Piorkowski
a511,2052949,Jason Tsay
a512,144921048,Q. Liao
a513,32421869,T. Erickson
a514,2737693,A. Berti
a515,2775146,S. V. Zelst
a516,145898058,Wil M.P. van der Aalst
a517,2587120,Daniel Nüst
a518,2978615,V. Sochat
a519,8755947,B. Marwick
a520,2713377,S. Eglen
a521,2169785071,T. Head
a522,5754713,T. Hirst
a523,2055340502,Benjamin D. Evans
a524,2148761004,Longbing Cao
a525,153096457,Qiang Yang
a526,144019071,Philip S. Yu
a527,9147815,M. Alloghani
a528,1398585056,D. Al-Jumeily
a529,123894038,J. Mustafina
a530,145463079,A. Hussain
a531,2013933,A. Aljaaf
a532,2872113,M. Namaki
a533,2327080,Avrilia Floratou
a534,2493657,Fotis Psallidas
a535,2494730,Subru Krishnan
a536,9490513,Ashvin Agrawal
a537,2948541,Yinghui Wu
a538,2139103184,Yiwen Zhu
a539,2965406,Markus Weimer
a540,2441164,R. Irizarry
a541,145106564,Thomas Donoghue
a542,1961145,Bradley Voytek
a543,2068671667,Shannon E. Ellis
a544,1812881,Runze Li
a545,153884534,Cun-Hui Zhang
a546,48861660,H. Zou
a547,3212908,Daniel L. Oberski
a548,145525190,J. Pei
a549,144923779,Bin Yu
a550,14024326,Fabian Ruehle
a551,3077876,Zeynep Engin
a552,1761192,P. Treleaven
a553,5178086,A. Chiolero
a554,144795713,D. Buckeridge
a555,1398914668,Mine Çetinkaya-Rundel
a556,31453285,Victoria Ellison
a557,3428490,Mark Raasveldt
a558,3011964,H. Mühleisen
a559,1666420491,Anamaria Crisan
a560,1409493802,Brittany Fiore-Gartland
a561,2441204,Melanie Tory
a562,1413944992,Aimee Schwab-McCoy
a563,27492553,C. Baker
a564,2058680586,Rebecca E. Gasper
a565,2061800818,Cecilia M. Aragon
a566,2345714,Shion Guha
a567,33049547,M. Kogan
a568,37998480,Gina Neff
a569,51906013,Cathrine F. Seidelin
a570,3214594,Katie Shilton
a571,10835407,A. Tanweer
a572,47714322,J. Polonsky
a573,6565832,A. Baidjoe
a574,5365043,Zhian N. Kamvar
a575,2120479,A. Cori
a576,39117790,K. Durski
a577,47647620,W. Edmunds
a578,4673329,R. Eggo
a579,2262177,S. Funk
a580,143836878,L. Kaiser
a581,47508912,P. Keating
a582,4240127,O. Waroux
a583,1615829619,M. Marks
a584,46673132,P. Moraga
a585,145026617,O. Morgan
a586,2337651,P. Nouvellet
a587,50272146,R. Ratnayake
a588,6456015,C. Roberts
a589,2105830200,J. Whitworth
a590,2980450,T. Jombart
a591,2598812,V. Stodden
a592,49955399,Y. Bao
a593,49865252,Zhicheng Chen
a594,46199115,Shiyin Wei
a595,2115684309,Yang Xu
a596,48859109,Zhiyi Tang
a597,None,Hui Li
a598,1709392,D. Donoho
a599,2630296,Sean Kross
a600,33270118,Philip J. Guo
a601,40237241,Matthias Boehm
a602,1388063052,I. Antonov
a603,33641807,Mark Dokter
a604,1388063044,Robert Ginthoer
a605,1388063032,Kevin Innerebner
a606,2083651327,Florijan Klezin
a607,48965924,Stefanie N. Lindstaedt
a608,39454224,Arnab Phani
a609,2053062532,Benjamin Rath
a610,2027648,J. Saltz
a611,2065605006,Neil I. Dewar
a612,2541723,J. Prüfer
a613,52113800,Patricia Prüfer
a614,1700173,G. Blair
a615,144598189,P. Henrys
a616,20520552,A. Leeson
a617,49186479,J. Watkins
a618,11805340,E. Eastoe
a619,153809986,S. Jarvis
a620,1922284334,P. Young
a621,83201140,Kevin M. Mendez
a622,2313947,L. Pritchard
a623,4114666,S. Reinke
a624,49934155,D. Broadhurst
a625,32826718,Henry E. Brady
a626,145262829,Melanie Feinberg
a627,2055859311,Timothy George
a628,1685522,S. Jackson
a629,1688844,Bonnie E. John
a630,2874726,Mary Beth Kery
a631,65991810,Alexandre Ribas Semeler
a632,2082407039,A. Pinto
a633,2085348595,Helen Beatriz Frota Rozados
a634,51208883,J. McPadden
a635,48946116,T. Durant
a636,5328311,Dustin R. Bunch
a637,38385690,A. Coppi
a638,144696683,Nathaniel Price
a639,15671883,Kris Rodgerson
a640,51219288,C. Torre
a641,1412757151,William Byron
a642,2474559,A. Hsiao
a643,2467795,H. Krumholz
a644,14677344,W. Schulz
a645,1403076106,Michelle Wilkerson
a646,145750440,J. Polman
a647,2631572,B. Daniel
a648,152575374,Fábio C. P. Navarro
a649,1699259,Hussein Mohsen
a650,34764116,Chengfei Yan
a651,3291146,Shantao Li
a652,39345350,Mengting Gu
a653,41219567,W. Meyerson
a654,1717018,M. Gerstein
a655,3277480,F. Archetti
a656,48697039,Antonio Candelieri
a657,4603017,Sudarshan A. Shetty
a658,3294751,L. Lahti
a659,47628266,F. Creutzig
a660,9691982,S. Lohrey
a661,48567420,X. Bai
a662,144070372,A. Baklanov
a663,144239097,R. Dawson
a664,35792812,S. Dhakal
a665,51297621,W. Lamb
a666,3681654,T. McPhearson
a667,70054515,J. Minx
a668,2061038488,Esteban Muñoz
a669,2051372542,Brenna Walsh
a670,39908645,A. Singleton
a671,1403960481,Daniel Arribas-Bel
a672,2287964797,Mahyuddin K M Nasution
a673,1860635820,Opim Salim Sitompul
a674,1885282835,Erna Budhiarti Nababan
a675,144481328,Yu Ding
a676,40362338,M. Hernán
a677,2072740070,J. Hsu
a678,2411193,B. Healy
a679,145261717,H. Fröhlich
a680,46916438,R. Balling
a681,143998072,O. Kohlbacher
a682,46574709,Santosh Kumar
a683,49370597,Thomas Lengauer
a684,1950729,M. Maathuis
a685,1732750,Y. Moreau
a686,144180010,S. Murphy
a687,1939433,T. Przytycka
a688,2739468,M. Rebhan
a689,144927159,H. Röst
a690,145743805,A. Schuppert
a691,145780106,M. Schwab
a692,48692032,R. Spang
a693,2225948,D. Stekhoven
a694,49991208,Jimeng Sun
a695,2068134753,A. Weber
a696,2119112,D. Ziemek
a697,1775384,B. Zupan
a698,3240918,S. Dodge
a699,1704242,Dirk P. Kroese
a700,1929279,Z. Botev
a701,1997850,T. Taimre
a702,2168267,Radislav Vaisman
a703,2174853,T. Callahan
a704,1410832522,Harrison Pielke-Lombardo
a705,1389536565,Ignacio J. Tripodi
a706,145720231,L. Hunter
a707,34814856,R. Peng
a708,1886238,B. Caffo
a709,23579626,Ira Gooding
a710,2525772,A. Danyluk
a711,38959541,Paul M. Leidig
a712,144761176,L. Cassel
a713,3178042,C. Servin
a714,3044529,Leo Liberti
a715,49028813,L. Taylor
a716,3473834,Nadezhda Purtova
a717,3209734,S. Virkus
a718,3047640,E. Garoufallou
a719,48596333,J. Oliver
a720,72466489,Chris Kollen
a721,79734689,B. Hickson
a722,144139288,F. Rios
a723,144008442,Jonathan Bright
a724,36838735,B. Ganesh
a725,1445301871,Thomas M. Vogl
a726,2107976569,Gary Smith
a727,1380506031,J. Cordes
a728,2299251478,Field Cady
a729,2548167,A. Karpatne
a730,3119819,G. Atluri
a731,1986735,James H. Faghmous
a732,1707756,M. Steinbach
a733,144205696,A. Banerjee
a734,143669775,A. Ganguly
a735,145072875,S. Shekhar
a736,1726428,N. Samatova
a737,2107978833,Vipin Kumar
a738,2781539,F. Berman
a739,1722400,Rob A. Rutenbar
a740,2341622,B. Hailpern
a741,2105998204,Henrik Christensen
a742,49702692,S. Davidson
a743,153468945,D. Estrin
a744,101251726,Michael J. Franklin
a745,1708269,M. Martonosi
a746,2059337676,Padma Raghavan
a747,7934073,A. Szalay
a748,87122962,Ben Green
a749,2424441,Andrew L. Ferguson
a750,3297552,Randal S. Olson
a751,39248319,Nathan Bartley
a752,1800213,R. Urbanowicz
a753,152512193,J. Moore
a754,3206748,L. Igual
a755,1816112,S. Seguí
a756,2288483979,Leo Lahti
a757,1746961,Tim Kraska
a758,2288717046,MD L. Nelson Sanchez-Pinto
a759,2288719392,PhD Yuan Luo
a760,2288710412,MD Matthew M. Churpek
a761,2994037,P. Kubben
a762,1736389,M. Dumontier
a763,48742163,A. Dekker
a764,74823287,S. Farley
a765,123381777,A. Dawson
a766,6293225,S. Goring
a767,2111929845,John W. Williams
a768,2110126297,Keisuke Takahashi
a769,40445985,Lauren Takahashi
a770,47328590,Itsuki Miyazato
a771,2112766906,Yuzuru Tanaka
a772,1684641,C. Weihs
a773,2079028,K. Ickstadt
a774,50469411,R. D. Veaux
a775,2054506573,Mahesh Agarwal
a776,71566309,Maia Averett
a777,3222316,B. Baumer
a778,144392054,Andrew Bray
a779,2064193,T. Bressoud
a780,7822425,Lance Bryant
a781,2110384621,Lei Cheng
a782,2064227187,Amanda Francis
a783,34857486,R. Gould
a784,21353595,Albert Y. Kim
a785,9428866,Matt Kretchmar
a786,2117524113,Qin Lu
a787,52104314,Ann Moskol
a788,144336939,D. Nolan
a789,143935741,Roberto Pelayo
a790,71154894,Sean Raleigh
a791,2581042,Ricky J. Sethi
a792,10192726,Mutiara Sondjaja
a793,71873559,Neelesh Tiruviluamala
a794,2316341,P. Uhlig
a795,2219298,Talitha M. Washington
a796,17038991,Curtis L. Wesley
a797,2087047748,David L. White
a798,2068644280,Ping Ye
a799,113939582,A. Mikroyannidis
a800,2073452805,John Domingue
a801,2029147,Michelle Bachler
a802,47203696,K. Quick
a803,143698002,Chang Su
a804,2075368169,Jie Tong
a805,143918378,Yongjun Zhu
a806,143738684,Peng Cui
a807,39586294,Fei Wang
a808,145849830,S. Vedula
a809,145587209,N. Navab
a810,48307303,R. Kikinis
a811,2298266,A. Park
a812,49993325,H. Feußner
a813,2318564,G. Forestier
a814,2458527,S. Giannarou
a815,1756098,M. Hashizume
a816,2711047,Darko Katic
a817,2464991,M. Kranzfelder
a818,2209263,Anand Malpani
a819,2500824,K. März
a820,1993663,T. Neumuth
a821,2075188103,Carla M. Pugh
a822,2894418,N. Schoch
a823,2825517,D. Stoyanov
a824,144041441,Russell H. Taylor
a825,1678633,Gregory Hager
a826,1791709,P. Jannin
a827,1796335,D. Blei
a828,47811921,Laura Osburn
a829,144902513,P. Baldi
a830,3367299,K. McGrail
a831,34282629,K. Jones
a832,2406556,A. Akbari
a833,32082228,T. Bennett
a834,2165530,A. Boyd
a835,50191978,F. Carinci
a836,47449139,Xinjie Cui
a837,48144767,S. Denaxas
a838,6031654,N. Dougall
a839,3343534,D. Ford
a840,2395144,R. Kirby
a841,2344111,Hye‐Chung Kum
a842,145860216,R. Moorin
a843,47430539,R. Moran
a844,1393203758,C. O'Keefe
a845,2254229,D. Preen
a846,2129237,H. Quan
a847,144165720,C. Sanmartin
a848,2780549,M. Schull
a849,1410176637,Mark Smith
a850,2110525134,Christine Williams
a851,145333206,T. Williamson
a852,2268924413,Grant MA Wyper
a853,5049606,M. Kotelchuck
a854,145181379,Robert Heckman
a855,2290127876,H. C. Nguyen
a856,1719010,R. Zecchina
a857,144790563,J. Berg
a858,2108044212,Xinzhi Zhang
a859,2158831065,E. Pérez-Stable
a860,2048644,P. Bourne
a861,5191233,E. Peprah
a862,4983684,O. K. Duru
a863,144801507,N. Breen
a864,2791768,D. Berrigan
a865,2060570114,Frederick B. Wood
a866,144250888,J. Jackson
a867,2070615812,David W. S. Wong
a868,26430919,J. Denny
a869,1721948,S. Skiena
a870,1403376848,Aleksandra Klašnja-Milićević
a871,144395551,M. Ivanović
a872,1712090,Z. Budimac
a873,1798963,R. Hoehndorf
a874,1404116936,N. Queralt-Rosinach
a875,153263448,E. Popova
a876,91769771,T. Rodgers
a877,2075407028,X. Gong
a878,26977123,A. Çeçen
a879,73349747,J. Madison
a880,1767762,S. Kalidindi
a881,82052397,Nicholas Hotz
a882,144688641,D. Wild
a883,82276372,Kyle Stirling
a884,2053934897,Lawrence E. Hunter
a885,2979685,Christophe Ley
a886,145861353,S. Bordas
a887,46660076,L. Wang
a888,32305413,B. Heinemann
a889,2046200,Simone Opel
a890,40274483,Lea Budde
a891,1777273,Carsten Schulte
a892,2081789642,Daniel Frischemeier
