reviewId,paperId,reviewText,reviewDecision,paperTitle
r562,p562,Review Comment,0,2022 roadmap on neuromorphic computing and engineering
r563,p563,Review Comment,1,Big Data Analytics in Chemical Engineering.
r564,p564,Review Comment,0,Data mining with big data
r565,p565,Review Comment,1,XBRL for Interactive Data: Engineering the Information Value Chain.
r566,p566,Review Comment,1,"Proceedings of the 25th International Conference on Data Engineering, ICDE 2009, March 29 2009 - April 2 2009, Shanghai, China"
r567,p567,Review Comment,1,"Data Engineering: Mining, Information and Intelligence"
r568,p568,Review Comment,1,Guest Editors' Introduction: Knowledge and Data Engineering for E-Learning
r569,p569,Review Comment,1,SFPE handbook of fire protection engineering
r570,p570,Review Comment,1,"Multi-Disciplinary Engineering for Cyber-Physical Production Systems, Data Models and Software Solutions for Handling Complex Engineering Projects"
r571,p571,Review Comment,1,Microsoft CloudMine: Data Mining for the Executive Order on Improving the Nation's Cybersecurity
r572,p572,Review Comment,1,XBRL for Interactive Data: Engineering the Information Value Chain
r573,p573,Review Comment,1,Influence of Data Splitting on Performance of Machine Learning Models in Prediction of Shear Strength of Soil
r574,p574,Review Comment,1,On the feature engineering of building energy data mining
r575,p575,Review Comment,1,The pan-European Engineering Strong Motion (ESM) flatfile: compilation criteria and data statistics
r576,p576,Review Comment,1,Semantic interoperability and characterization of data provenance in computational molecular engineering
r577,p577,Review Comment,0,"Engineering the public: Big data, surveillance and computational politics"
r578,p578,Review Comment,1,Harnessing multimodal data integration to advance precision oncology
r579,p579,Review Comment,1,Privacy and Data Protection by Design - from policy to engineering
r580,p580,Review Comment,1,Turbulence Modeling in the Age of Data
r581,p581,Review Comment,0,Leveraging Digital Twin Technology in Model-Based Systems Engineering
r582,p582,Review Comment,1,Bayesian Data Analysis in Empirical Software Engineering Research
r583,p583,Review Comment,1,Knowledge and Data Engineering for e-Learning Special Issue of IEEE Transactions on Knowledge and Data Engineering
r584,p584,Review Comment,1,Methods and Tools for GDPR Compliance Through Privacy and Data Protection Engineering
r585,p585,Review Comment,1,International Journal of Engineering & Technology
r586,p586,Review Comment,1,Data Statements for Natural Language Processing: Toward Mitigating System Bias and Enabling Better Science
r587,p587,Review Comment,0,Machine-learning-guided directed evolution for protein engineering
r588,p588,Review Comment,1,Modeling & Simulation-Based Data Engineering: Introducing Pragmatics into Ontologies for Net-Centric Information Exchange
r589,p589,Review Comment,1,Intelligent Data Engineering and Automated Learning – IDEAL 2008
r590,p590,Review Comment,0,"Speed, Data, and Ecosystems: The Future of Software Engineering"
r591,p591,Review Comment,1,The Engineering Strong‐Motion Database: A Platform to Access Pan‐European Accelerometric Data
r592,p592,Review Comment,1,Off-target Effects in CRISPR/Cas9-mediated Genome Engineering
r593,p593,Review Comment,0,Knowledge and Data Engineering
r594,p594,Review Comment,1,Software Engineering for AI-Based Systems: A Survey
r595,p595,Review Comment,0,Gaussian Processes for Data-Efficient Learning in Robotics and Control
r596,p596,Review Comment,1,Solving inverse problems using data-driven models
r597,p597,Review Comment,1,A Survey on Data Collection for Machine Learning: A Big Data - AI Integration Perspective
r598,p598,Review Comment,1,Model-Based Data Engineering for Web Services
r599,p599,Review Comment,0,Data collection and quality challenges in deep learning: a data-centric AI perspective
r600,p600,Review Comment,0,Data Engineering education with real-world projects
r601,p601,Review Comment,0,Predicate Invention in Inductive Data Engineering
r602,p602,Review Comment,0,Bulletin of the Technical Committee on Data Engineering Special Issue on Workkow and Extended Transaction Systems Implementation of the Flex Transaction Model . . Editorial Board Editor-in-chief Associate Editors Tc Executive Committee Chair Vice-chair Secretry/treasurer Conferences Co-ordinator Geo
r603,p603,Review Comment,1,Out-of-the-box data engineering events in heterogeneous data environments
r604,p604,Review Comment,1,Big Data and cloud computing: innovation opportunities and challenges
r605,p605,Review Comment,1,Data-Driven Requirements Engineering - An Update
r606,p606,Review Comment,1,Data Engineering for the Analysis of Semiconductor Manufacturing Data
r607,p607,Review Comment,0,A Review of Distributed Optical Fiber Sensors for Civil Engineering Applications
r608,p608,Review Comment,1,"on Knowledge and Data Engineering,"
r609,p609,Review Comment,1,RIDL: Rogue In-Flight Data Load
r610,p610,Review Comment,1,"Intelligent Data Engineering and Automated Learning - IDEAL 2006, 7th International Conference, Burgos, Spain, September 20-23, 2006, Proceedings"
r611,p611,Review Comment,1,Rules of thumb in data engineering
r612,p612,Review Comment,0,"IEEE Transactions on Knowledge and Data Engineering, Vol. 14"
r613,p613,Review Comment,1,Proceedings of the Eighth International Conference on Data Engineering
r614,p614,Review Comment,1,Initial Data Engineering
r615,p615,Review Comment,1,Bulletin of the Ieee Computer Society Technical Committee on Data Engineering
r616,p616,Review Comment,1,Data Engineering: Fuzzy Mathematics in Systems Theory and Data Analysis
r617,p617,Review Comment,1,"Proceedings of the 22nd International Conference on Data Engineering Workshops, ICDE 2006, 3-7 April 2006, Atlanta, GA, USA"
r618,p618,Review Comment,1,Unit Operations Of Chemical Engineering
r619,p619,Review Comment,1,Intelligent Data Engineering and Automated Learning
r620,p620,Review Comment,1,"Intelligent data engineering and automated learning - IDEAL 2004 : 5th International Conference, Exeter, UK, August 25-27, 2004 : proceedings"
r621,p621,Review Comment,1,The promise of implementing machine learning in earthquake engineering: A state-of-the-art review
r622,p622,Review Comment,1,Intelligent Data Engineering and Automated Learning
r623,p623,Review Comment,1,Editorial: Two Named to Editorial Board of IEEE Transactions on Knowledge and Data Engineering
r624,p624,Review Comment,1,Knowledge and Data Engineering: An Outlook
r625,p625,Review Comment,1,Mining Software Engineering Data from GitHub
r626,p626,Review Comment,1,Intelligent Data Engineering and Automated Learning — IDEAL 2002
r627,p627,Review Comment,0,Towards Benchmarks for Knowledge Systems and Their Implications for Data Engineering
r628,p628,Review Comment,1,Proceedings of the Eleventh International Conference on Data Engineering
r629,p629,Review Comment,1,Bulletin of the Technical Committee on Data Engineering
r630,p630,Review Comment,1,Engineering Design via Surrogate Modelling - A Practical Guide
r631,p631,Review Comment,0,Applying Kansei Engineering and data mining to design door-to-door delivery service
r632,p632,Review Comment,0,A Benchmark for Data Imputation Methods
r633,p633,Review Comment,1,A survey of machine learning for big data processing
r634,p634,Review Comment,1,Research Directions for Engineering Big Data Analytics Software
r635,p635,Review Comment,0,A Collection of Software Engineering Challenges for Big Data System Development
r636,p636,Review Comment,0,Realising the potential of product data engineering
r637,p637,Review Comment,0,Exploring topic models in software engineering data analysis: A survey
r638,p638,Review Comment,0,A Methodology for Collecting Valid Software Engineering Data
r639,p639,Review Comment,0,Knowledge Engineering: Principles and Methods
r640,p640,Review Comment,1,Network traffic characteristics of data centers in the wild
r641,p641,Review Comment,0,Knowledge Engineering with Big Data
r642,p642,Review Comment,1,Human-AI Collaboration in Data Science
r643,p643,Review Comment,1,Elements of Chemical Reaction Engineering
r644,p644,Review Comment,1,The use of unmanned aerial vehicles (UAVs) for engineering geology applications
r645,p645,Review Comment,0,Social Engineering Attacks: A Survey
r646,p646,Review Comment,1,Big Data Analysis with Signal Processing on Graphs: Representation and processing of massive data sets with irregular structure
r647,p647,Review Comment,1,Big Picture of Big Data Software Engineering: With Example Research Challenges
r648,p648,Review Comment,0,Data science: Accelerating innovation and discovery in chemical engineering
r649,p649,Review Comment,1,Intelligent data engineering
r650,p650,Review Comment,1,Sentiment Analysis of Twitter Data
r651,p651,Review Comment,1,MicroTE: fine grained traffic engineering for data centers
r652,p652,Review Comment,1,Educational data mining for prediction and classification of engineering students achievement
r653,p653,Review Comment,1,Triangle: Engineering a 2D Quality Mesh Generator and Delaunay Triangulator
r654,p654,Review Comment,1,Multilingual training for Software Engineering
r655,p655,Review Comment,0,Combining mechanistic and machine learning models for predictive engineering and optimization of tryptophan metabolism
r656,p656,Review Comment,1,Topology and data
r657,p657,Review Comment,1,Perspectives on Data Science for Software Engineering
r658,p658,Review Comment,1,Methodologies of knowledge discovery from data and data mining methods in mechanical engineering
r659,p659,Review Comment,1,Conceptual data model: A foundation for successful concurrent engineering
r660,p660,Review Comment,1,International Journal of Engineering and Advanced Technology
r661,p661,Review Comment,1,State of practice in requirements engineering: contemporary data
r662,p662,Review Comment,1,"Civil Engineering Grand Challenges: Opportunities for Data Sensing, Information Analysis, and Knowledge Discovery"
r663,p663,Review Comment,1,The View from Above: Applications of Satellite Data in Economics
r664,p664,Review Comment,1,Analyze this! 145 questions for data scientists in software engineering
r665,p665,Review Comment,1,On the Validity of Pre-Trained Transformers for Natural Language Processing in the Software Engineering Domain
r666,p666,Review Comment,1,Joint virtual machine assignment and traffic engineering for green data center networks
r667,p667,Review Comment,0,"Artificial Intelligence for Engineering Design , Analysis and Manufacturing"
r668,p668,Review Comment,1,Polymer Data Handbook
r669,p669,Review Comment,1,Data Mining: An Overview from a Database Perspective
r670,p670,Review Comment,1,Towards Reverse-Engineering Black-Box Neural Networks
r671,p671,Review Comment,1,Genetic Algorithms in the Fields of Artificial Intelligence and Data Sciences
r672,p672,Review Comment,1,Digital Twins in Health Care: Ethical Implications of an Emerging Engineering Paradigm
r673,p673,Review Comment,0,Embrace the Challenges: Software Engineering in a Big Data World
r674,p674,Review Comment,1,Customer churn prediction in telecom using machine learning in big data platform
r675,p675,Review Comment,0,Engineering Applications of Correlation and Spectral Analysis
r676,p676,Review Comment,1,A Survey of Data-Driven and Knowledge-Aware eXplainable AI
r677,p677,Review Comment,1,JENDL-4.0: A New Library for Nuclear Science and Engineering
r678,p678,Review Comment,1,Culture of Disengagement in Engineering Education?
r679,p679,Review Comment,1,Inferring Regulatory Networks from Expression Data Using Tree-Based Methods
r680,p680,Review Comment,1,Analyzing Dependent Data with Vine Copulas
r681,p681,Review Comment,1,Fuzzy logic systems for engineering: a tutorial
r682,p682,Review Comment,0,Joint VM placement and routing for data center traffic engineering
r683,p683,Review Comment,1,Heavy-Hitter Detection Entirely in the Data Plane
r684,p684,Review Comment,0,Software Engineering of Self-adaptive Systems
r685,p685,Review Comment,1,"Data Assimilation: Methods, Algorithms, and Applications"
r686,p686,Review Comment,1,Engineering big data solutions
r687,p687,Review Comment,1,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository
r688,p688,Review Comment,1,"“Zhores” — Petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in Skolkovo Institute of Science and Technology"
r689,p689,Review Comment,0,Exascale computing and big data
r690,p690,Review Comment,1,Engineering AI Systems: A Research Agenda
r691,p691,Review Comment,1,"Chemical, Biochemical, and Engineering Thermodynamics"
r692,p692,Review Comment,1,Review of Metamodeling Techniques in Support of Engineering Design Optimization
r693,p693,Review Comment,1,A practical guide on conducting eye tracking studies in software engineering
r694,p694,Review Comment,1,Requirements Engineering: Processes and Techniques
r695,p695,Review Comment,1,Big data challenges in railway engineering
r696,p696,Review Comment,1,Foundations for microwave engineering
r697,p697,Review Comment,1,Data Mining: A Prediction for Performance Improvement of Engineering Students using Classification
r698,p698,Review Comment,1,\{PROMISE\} Repository of empirical software engineering data
r699,p699,Review Comment,1,Microbial engineering for the production of advanced biofuels
r700,p700,Review Comment,1,Additive manufacturing techniques for the production of tissue engineering constructs
r701,p701,Review Comment,1,Sharing Data and Models in Software Engineering
r702,p702,Review Comment,1,A Survey of Available Corpora for Building Data-Driven Dialogue Systems
r703,p703,Review Comment,1,Robust Statistical Methods for Empirical Software Engineering
r704,p704,Review Comment,0,State of the Art Manufacturing and Engineering of Nanocellulose: A Review of Available Data and Industrial Applications
r705,p705,Review Comment,1,A practical guide for using statistical tests to assess randomized algorithms in software engineering
r706,p706,Review Comment,1,Semantic Matching of Engineering Data Structures
r707,p707,Review Comment,1,An Introduction to Reliability and Maintainability Engineering
r708,p708,Review Comment,1,The New Data and New Challenges in Multimedia Research
r709,p709,Review Comment,1,Benchmarking Attribute Selection Techniques for Discrete Class Data Mining
r710,p710,Review Comment,1,Fundamentals of Software Engineering
r711,p711,Review Comment,1,Data analytics and optimization for smart industry
r712,p712,Review Comment,1,Brainwash: A Data System for Feature Engineering
r713,p713,Review Comment,1,When big data meets software-defined networking: SDN for big data and big data for SDN
r714,p714,Review Comment,1,"Female peers in small work groups enhance women's motivation, verbal participation, and career aspirations in engineering"
r715,p715,Review Comment,1,"A cloud approach to unified lifecycle data management in architecture, engineering, construction and facilities management: Integrating BIMs and SNS"
r716,p716,Review Comment,1,Data Analysis WorkbeNch (DAWN)
r717,p717,Review Comment,0,Physical and Virtual Laboratories in Science and Engineering Education
r718,p718,Review Comment,1,EMG Pattern Recognition in the Era of Big Data and Deep Learning
r719,p719,Review Comment,1,Qualitative Methods in Empirical Studies of Software Engineering
r720,p720,Review Comment,1,Reverse engineering of regulatory networks in human B cells
r721,p721,Review Comment,1,Computer Engineering
r722,p722,Review Comment,1,Data Processing of Point Clouds for Object Detection for Structural Engineering Applications
r723,p723,Review Comment,0,Selecting Empirical Methods for Software Engineering Research
r724,p724,Review Comment,1,Prognostics and Health Management: A Review on Data Driven Approaches
r725,p725,Review Comment,0,"A Review of Trimming in Isogeometric Analysis: Challenges, Data Exchange and Simulation Aspects"
r726,p726,Review Comment,1,Patching as Translation: the Data and the Metaphor
r727,p727,Review Comment,1,Naming the pain in requirements engineering
r728,p728,Review Comment,1,Building detection in very high resolution multispectral data with deep learning features
r729,p729,Review Comment,1,Data-Driven Modeling: Using MATLAB® in Water Resources and Environmental Engineering
r730,p730,Review Comment,1,Bridges: a uniquely flexible HPC resource for new communities and data analytics
r731,p731,Review Comment,1,Belief & Evidence in Empirical Software Engineering
r732,p732,Review Comment,1,Identifying 21st Century STEM Competencies Using Workplace Data
r733,p733,Review Comment,1,The Emerging Role of Data Scientists on Software Development Teams
r734,p734,Review Comment,0,Handbook of Accelerator Physics and Engineering
r735,p735,Review Comment,1,Big Social Data Analytics in Journalism and Mass Communication
r736,p736,Review Comment,0,"On the Safety of Machine Learning: Cyber-Physical Systems, Decision Sciences, and Data Products"
r737,p737,Review Comment,1,[Journal First] Data Scientists in Software Teams: State of the Art and Challenges
r738,p738,Review Comment,0,Statistics and Data Analysis for Financial Engineering
r739,p739,Review Comment,1,An Overview of the Tissue Engineering Market in the United States from 2011 to 2018.
r740,p740,Review Comment,0,Mining Social Media Data for Understanding Students’ Learning Experiences
r741,p741,Review Comment,0,"Biomedical Engineering Online Review of ""data Mining: Practical Machine Learning Tools and Techniques"" by Witten and Frank Book Details"
r742,p742,Review Comment,1,A Study on Big Knowledge and Its Engineering Issues
r743,p743,Review Comment,1,A robust data mining approach for formulation of geotechnical engineering systems
r744,p744,Review Comment,0,Engineering the singlet–triplet energy splitting in a TADF molecule
r745,p745,Review Comment,1,The anatomy of big data computing
r746,p746,Review Comment,1,Cloud Paradigms and Practices for Computational and Data-Enabled Science and Engineering
r747,p747,Review Comment,1,Materials Data Science: Current Status and Future Outlook
r748,p748,Review Comment,0,An Empirical Study of Practitioners' Perspectives on Green Software Engineering
r749,p749,Review Comment,1,Visualization of Time-Oriented Data
r750,p750,Review Comment,0,Software engineering in start-up companies: An analysis of 88 experience reports
r751,p751,Review Comment,1,Critique and Contribute: A Practice-Based Framework for Improving Critical Data Studies and Data Science
r752,p752,Review Comment,1,Data and Computer Communications
r753,p753,Review Comment,1,Handbook of software reliability engineering
r754,p754,Review Comment,1,Ground: A Data Context Service
r755,p755,Review Comment,1,Traffic engineering in software defined networks
r756,p756,Review Comment,1,Machine learning in biomedical engineering
r757,p757,Review Comment,0,Microseismic Imaging Of Hydraulic Fracturing : improved engineering of unconventional shale reservoirs
r758,p758,Review Comment,1,Investigating Country Differences in Mobile App User Behavior and Challenges for Software Engineering
r759,p759,Review Comment,1,On the reproducibility of empirical software engineering studies based on data retrieved from development repositories
r760,p760,Review Comment,1,A Taxonomy of Data Quality Challenges in Empirical Software Engineering
r761,p761,Review Comment,1,Starfish: A Self-tuning System for Big Data Analytics
r762,p762,Review Comment,1,Howard: A Dynamic Excavator for Reverse Engineering Data Structures
r763,p763,Review Comment,1,Green Chemistry
r764,p764,Review Comment,1,Intelligent Fault Diagnosis and Prognosis for Engineering Systems
r765,p765,Review Comment,1,Developing employability in engineering education: a systematic review of the literature
r766,p766,Review Comment,1,Internet Engineering Task Force (ietf) the Javascript Object Notation (json) Data Interchange Format
r767,p767,Review Comment,1,Semantic data mining: A survey of ontology-based approaches
r768,p768,Review Comment,1,The Informatics Transform: Re-Engineering Libraries for the Data Decade
r769,p769,Review Comment,1,Support vector machines in engineering: an overview
r770,p770,Review Comment,0,Recombinant Service Systems Engineering
r771,p771,Review Comment,0,Virtual and augmented reality game-based applications to civil engineering education
r772,p772,Review Comment,1,Multisensor Data Fusion
r773,p773,Review Comment,1,"Flexible Sketches and Inflexible Data Bases: Visual Communication, Conscription Devices, and Boundary Objects in Design Engineering"
r774,p774,Review Comment,0,"Proceedings of the First International Conference on Advanced Data and Information Engineering, DaEng 2013, Kuala Lumpur, Malaysia, December 16-18, 2013"
r775,p775,Review Comment,1,Data quality in empirical software engineering: a targeted review
r776,p776,Review Comment,1,Traffic engineering with forward fault correction
r777,p777,Review Comment,1,Data Quality: Some Comments on the NASA Software Defect Datasets
r778,p778,Review Comment,0,Feature engineering in Context-Dependent Deep Neural Networks for conversational speech transcription
r779,p779,Review Comment,1,Managing Big Data for Scientific Visualization
r780,p780,Review Comment,1,Recommended Steps for Thematic Synthesis in Software Engineering
r781,p781,Review Comment,1,Data Scientists in Software Teams: State of the Art and Challenges
r782,p782,Review Comment,1,Fuzzy mathematical models in engineering and management science
r783,p783,Review Comment,1,International Journal of Data Warehousing and Mining
r784,p784,Review Comment,0,"Changing Engineering Education: Views of U.S. Faculty, Chairs, and Deans"
r785,p785,Review Comment,0,Survey Guidelines in Software Engineering: An Annotated Review
r786,p786,Review Comment,0,Radar Data Processing With Applications
r787,p787,Review Comment,1,The Uses of Big Data in Cities
r788,p788,Review Comment,1,Automatic Reverse Engineering of Data Structures from Binary Execution
r789,p789,Review Comment,1,Factors of Safety and Reliability in Geotechnical Engineering
r790,p790,Review Comment,0,Probability Concepts in Engineering: Emphasis on Applications to Civil and Environmental Engineering
r791,p791,Review Comment,1,The knowledge graph as the default data model for learning on heterogeneous knowledge
r792,p792,Review Comment,1,Introduction to the Multi-Disciplinary Engineering for Cyber-Physical Production Systems
r793,p793,Review Comment,1,The Pushshift Reddit Dataset
r794,p794,Review Comment,1,Some applications of statistical methods to the analysis of physical and engineering data
r795,p795,Review Comment,1,"The advantages of an Ontology-Based Data Management approach: openness, interoperability and data quality"
r796,p796,Review Comment,1,Guide to the Software Engineering Body of Knowledge
r797,p797,Review Comment,1,Reusing Scientific Data: How Earthquake Engineering Researchers Assess the Reusability of Colleagues’ Data
r798,p798,Review Comment,1,A Brief Review on Leading Big Data Models
r799,p799,Review Comment,0,"Probability, Reliability and Statistical Methods in Engineering Design (Haldar, Mahadevan)"
r800,p800,Review Comment,1,"Probability, Reliability and Statistical Methods in Engineering Design (Haldar, Mahadevan)"
r801,p801,Review Comment,1,From Theory to Practice: Plug and Play with Succinct Data Structures
r802,p802,Review Comment,1,The changing landscape of requirements engineering practices over the past decade
r803,p803,Review Comment,0,Query reverse engineering
r804,p804,Review Comment,0,Natural Language Processing (Almost) from Scratch
r805,p805,Review Comment,1,Photogrammetric Engineering & Remote Sensing Airborne Lidar Data Processing and Information Extraction Tiling Lidar Data Filtering Point Cloud
r806,p806,Review Comment,1,On the Convergence of Data and Process Engineering
r807,p807,Review Comment,1,Array programming with NumPy
r808,p808,Review Comment,1,Non-Functional Requirements in Software Engineering
r809,p809,Review Comment,1,Deep Learning
r810,p810,Review Comment,1,Doing Data Science: Straight Talk from the Frontline
r811,p811,Review Comment,1,Wisdom of crowds for robust gene network inference
r812,p812,Review Comment,1,System Identification: A Frequency Domain Approach
r813,p813,Review Comment,1,A Mathematical Introduction to Compressive Sensing
r814,p814,Review Comment,0,"Reveal, a general reverse engineering algorithm for inference of genetic network architectures."
r815,p815,Review Comment,1,B4: experience with a globally-deployed software defined wan
r816,p816,Review Comment,1,Measuring the efficiency of decision making units
r817,p817,Review Comment,1,Reliability and Statistics in Geotechnical Engineering
r818,p818,Review Comment,1,Parameter tuning or default values? An empirical investigation in search-based software engineering
r819,p819,Review Comment,1,Data modelling versus ontology engineering
r820,p820,Review Comment,1,An Introduction to Geotechnical Engineering
r821,p821,Review Comment,0,Professional Role Confidence and Gendered Persistence in Engineering
r822,p822,Review Comment,1,LightGBM: A Highly Efficient Gradient Boosting Decision Tree
r823,p823,Review Comment,1,The Graph Neural Network Model
r824,p824,Review Comment,1,Engineering Design Processes: A Comparison of Students and Expert Practitioners
r825,p825,Review Comment,1,Input selection for fast feature engineering
r826,p826,Review Comment,1,"Network Flows: Theory, Algorithms, and Applications"
r827,p827,Review Comment,1,Toward principles for the design of ontologies used for knowledge sharing?
r828,p828,Review Comment,0,Efficient Global Optimization of Expensive Black-Box Functions
r829,p829,Review Comment,1,Introduction to Fourier optics
r830,p830,Review Comment,1,Design Experiments in Educational Research
r831,p831,Review Comment,1,Classical and modern regression with applications
r832,p832,Review Comment,1,End-to-end Sequence Labeling via Bi-directional LSTM-CNNs-CRF
r833,p833,Review Comment,0,DeepFM: A Factorization-Machine based Neural Network for CTR Prediction
r834,p834,Review Comment,1,The Mythical Man-Month
r835,p835,Review Comment,1,Optimized sgRNA design to maximize activity and minimize off-target effects of CRISPR-Cas9
r836,p836,Review Comment,1,Business Value of Information Technology: A Study of Electronic Data Interchange
r837,p837,Review Comment,1,Stochastic Processes
r838,p838,Review Comment,1,Implementing Smart Factory of Industrie 4.0: An Outlook
r839,p839,Review Comment,1,Sequential Monte Carlo Methods in Practice
r840,p840,Review Comment,1,Procedure for Estimation and Reporting of Uncertainty Due to Discretization in CFD Applications
r841,p841,Review Comment,1,What is the Young's Modulus of Silicon?
r842,p842,Review Comment,1,"Adsorption by Powders and Porous Solids: Principles, Methodology and Applications"
r843,p843,Review Comment,1,BEAST 2.5: An advanced software platform for Bayesian evolutionary analysis
r844,p844,Review Comment,0,Meshfree Approximation Methods with Matlab
r845,p845,Review Comment,0,"Exploring Data in Engineering, the Sciences, and Medicine"
r846,p846,Review Comment,1,DICE: Quality-Driven Development of Data-Intensive Cloud Applications
r847,p847,Review Comment,1,Managing the software process
r848,p848,Review Comment,1,Damage identification and health monitoring of structural and mechanical systems from changes in their vibration characteristics: A literature review
r849,p849,Review Comment,0,Bacillus thuringiensis and Its Pesticidal Crystal Proteins
r850,p850,Review Comment,0,Artificial Intelligence: A Guide to Intelligent Systems
r851,p851,Review Comment,1,"Urban Computing: Concepts, Methodologies, and Applications"
r852,p852,Review Comment,0,A Statistical View of Some Chemometrics Regression Tools
r853,p853,Review Comment,1,Understanding data center traffic characteristics
r854,p854,Review Comment,1,Introduction to artificial neural systems
r855,p855,Review Comment,1,The Ensembl genome database project
r856,p856,Review Comment,0,Hidden Technical Debt in Machine Learning Systems
r857,p857,Review Comment,1,"How to Grow a Mind: Statistics, Structure, and Abstraction"
r858,p858,Review Comment,1,Revisions to the JDL data fusion model
r859,p859,Review Comment,1,Data Fusion Approaches and Applications for Construction Engineering
r860,p860,Review Comment,1,Smithells metals reference book
r861,p861,Review Comment,0,More Comprehensive and Inclusive Approaches to Demographic Data Collection
r862,p862,Review Comment,0,Ontology Learning for the Semantic Web
r863,p863,Review Comment,1,Engineering data compendium : human perception and performance
r864,p864,Review Comment,0,"The Complete ISRM Suggested Methods for Rock Characterization, Testing and Monitoring; 1974–2006"
r865,p865,Review Comment,1,Spatial ability for STEM domains: Aligning over 50 years of cumulative psychological knowledge solidifies its importance.
r866,p866,Review Comment,1,Next Generation Science Standards
r867,p867,Review Comment,1,Spintronics: A Spin-Based Electronics Vision for the Future
r868,p868,Review Comment,0,DIRECT NUMERICAL SIMULATION: A Tool in Turbulence Research
r869,p869,Review Comment,1,Automatic query reformulations for text retrieval in software engineering
r870,p870,Review Comment,0,Data Mining for Software Engineering
r871,p871,Review Comment,1,A summary review of wireless sensors and sensor networks for structural health monitoring
r872,p872,Review Comment,1,Corporate Social Responsibility and Firm Risk: Theory and Empirical Evidence
r873,p873,Review Comment,1,DATA DIVISION FOR DEVELOPING NEURAL NETWORKS APPLIED TO GEOTECHNICAL ENGINEERING
r874,p874,Review Comment,1,Software intelligence: the future of mining software engineering data
r875,p875,Review Comment,1,"Latent Dirichlet allocation (LDA) and topic modeling: models, applications, a survey"
r876,p876,Review Comment,1,"Deep learning for healthcare: review, opportunities and challenges"
r877,p877,Review Comment,1,Methodology for the Design and Evaluation of Ontologies
r878,p878,Review Comment,0,Engineering Identity: Gender and Professional Identity Negotiation among Women Engineers
r879,p879,Review Comment,1,Introduction to Database Systems
r880,p880,Review Comment,1,Paxos made live: an engineering perspective
r881,p881,Review Comment,1,Methodologies for model-free data interpretation of civil engineering structures
r882,p882,Review Comment,1,Modern Software Engineering Methodologies Meet Data Warehouse Design: 4WD
r883,p883,Review Comment,1,Quantitative Classification of Near-Fault Ground Motions Using Wavelet Analysis
r884,p884,Review Comment,1,"A Highly Characterized Yeast Toolkit for Modular, Multipart Assembly."
r885,p885,Review Comment,1,"Visible light communication: opportunities, challenges and the path to market"
r886,p886,Review Comment,0,Generalized linear models. 2nd ed.
r887,p887,Review Comment,1,A Data-Level Fusion Model for Developing Composite Health Indices for Degradation Modeling and Prognostic Analysis
r888,p888,Review Comment,0,Towards a Model-Driven Design Tool for Big Data Architectures
r889,p889,Review Comment,1,Titanium: A Technical Guide
r890,p890,Review Comment,1,Why do academics engage with industry? The entrepreneurial university and individual motivations
r891,p891,Review Comment,1,Ontology of core data mining entities
r892,p892,Review Comment,1,The design structure system: A method for managing the design of complex systems
r893,p893,Review Comment,1,GATE-a General Architecture for Text Engineering
r894,p894,Review Comment,1,The Case for Fine-Grained Traffic Engineering in Data Centers
r895,p895,Review Comment,1,Operations Research (OR)
r896,p896,Review Comment,1,Constraint-based models predict metabolic and associated cellular functions
r897,p897,Review Comment,0,Data fitting with geometric-programming-compatible softmax functions
r898,p898,Review Comment,1,Taguchi's Quality Engineering Handbook
r899,p899,Review Comment,1,Data sets and data quality in software engineering
r900,p900,Review Comment,0,Recent advances in 3D printing of biomaterials
r901,p901,Review Comment,1,High-performance Ge-on-Si photodetectors
r902,p902,Review Comment,1,A review of rapid prototyping techniques for tissue engineering purposes
r903,p903,Review Comment,0,Automated reverse engineering of nonlinear dynamical systems
r904,p904,Review Comment,1,GHTorrent: Github's data from a firehose
r905,p905,Review Comment,1,Spillover Effects of FDI on Innovation in China: Evidence from the Provincial Data
r906,p906,Review Comment,0,Clinical Biomechanics of the Spine
r907,p907,Review Comment,1,A Review of data fusion models and architectures: towards engineering guidelines
r908,p908,Review Comment,1,Sensing global Birkeland currents with iridium® engineering magnetometer data
r909,p909,Review Comment,1,"Verification, Validation, and Predictive Capability in Computational Engineering and Physics"
r910,p910,Review Comment,1,Underground excavations in rock
r911,p911,Review Comment,0,Smart manufacturing
r912,p912,Review Comment,1,Deep learning for neural networks
r913,p913,Review Comment,1,Data Mining for Scientific and Engineering Applications
r914,p914,Review Comment,1,Combination of Evidence in Dempster-Shafer Theory
r915,p915,Review Comment,1,Knowledge Representation and Ontology Mapping Methods for Product Data in Engineering Applications
r916,p916,Review Comment,1,The Measurement of Power Spectra from the Point of View of Communications Engineering
r917,p917,Review Comment,1,Data at work: supporting sharing in science and engineering
r918,p918,Review Comment,1,A survey of controlled experiments in software engineering
r919,p919,Review Comment,1,A Pattern Recognition Approach for Software Engineering Data Analysis
r920,p920,Review Comment,0,Why are companies offshoring innovation? The emerging global race for talent
r921,p921,Review Comment,1,Software Engineering Data Collection for Field Studies
r922,p922,Review Comment,1,Problem‐based Learning: Influence on Students' Learning in an Electrical Engineering Course
r923,p923,Review Comment,1,Multisensor Data Fusion
r924,p924,Review Comment,1,"Automation, Production Systems, and Computer-Integrated Manufacturing"
